,household_number,source,provenance,declarant_name,declarant_name_parsed,declarant_id,name_of_family_members,name_of_non_family_members,slaves,declarant_occupation,verif_photo,discussion
222,187 Ar-26,"BGU XI 2018 (cf. Youtie, ZPE 9 [1972] 133-37 = Scr.Post. I 61-65;","Karanis (Arsinoite), 188/9",Petsoraipis s. Hatres (s. Imouthes) and Soeris (d. Phanomgeus),['Petsoraipis'],['187 Ar-26-d1'],"['(1) Petsoraipis [declarant] s. Hatres (s. Imouthes) and Soeris (d. Phanomgeus), 57', '(2) Soeris d. Petsoraipis [declarant] and Tapetheus, 13', '(3) Ptolemais, kin, apator, 25', '(4) Tkoll—, kin, apator, 15', '(5) Thaesis, kin, apator, 4']",[],[],,"W. Berlin, P.21514; seen 11/4/1991.","Complete at right and much of left; damaged at top, at lower left, and at bottom, evidently with no loss of entries of persons. Multiple properties declared. Youtie rejects the editor's notion that the ctTc<XTope<; may have been children of Tapetheus, since her name is not connected to them. They are perhaps children of a deceased sibling of Petsoraipis or of some more distant relative. It seems likely enough that all three come from the same relation- ship."
223,187-Ar-27,P.Mich. VI 370,"Karanis (Arsinoite), 9/8/189",Sarapion s. Esouris,['Sarapion'],['187-Ar-27-d1'],[],[],[],,"Michigan, inv. 2977, now in Cairo; photograph seen 9/11/1990.","Complete with minor damage along folds. This declaration registers properties owned by an Antinoite woman for whom Sarapion is phrontistes and by her children, but no persons living in any of them."
224,187-Ar-28,BGU XI 20900,"Soknopaiou Nesos (Arsinoite), 7-8/189","NN s. NN (s. Stotoetis) and NN, priest of Soknopaios",['NN'],['187-Ar-28-d1'],"['(1) NN [declarant] s. NN (s. Stotoetis) and NN, priest of Soknopaios, 43', '(2) NN d. NN [declarant], age lost']",[],[],priest of Soknopaios,"W. Berlin, P.21649; seen 11/4/1991.","Broken at left, some damage at right, complete top and bottom. At least two other persons were declared, but nothing can be made of the rem- nants of these entries."
225,187-Ar-29,P.Rein. I 46 (cf. BL 1.386),Soknopaiou Nesos (Arsinoite),"Stotoetis d. Paouetis (s. Stotoetis) and Thases, through her father Paouetis as phrontistes",['Stotoetis'],['187-Ar-29-d1'],"['(1) Stotoetis [declarant] d. Paouetis (s. Stotoetis) and Thases, 36', '(2) Tapiepis d. Sotas and Stotoetis [declarant], 13', '(3) Teseuris d. NN and Stotoetis [declarant], 4']",[],[],,"Paris, Institut de Papyrologie, inv. 2048; photograph.",Complete with small lacunae.
226,187-Ar-30,P.Berl.Leihg. I 150 (cf. BL 8.62),Tebtunis (Arsinoite),"Isidora d. Orses the elder (s. Orses) and Heras (d. Paeus), with kyrios Pakebkis s. Aunes (s. Ornophris)",['Isidora'],['187-Ar-30-d1'],"['(1) Isidora [declarant] d. Orses the elder (s. Orses) and Heras (d. Paeus), 60']",[],"['(1) Philoumene, slave of Isidora [declarant], 45', '(2) Dioskorous, offspring of Philoumene [no.l], slave of Isidora [declarant], 8', '(3) Athenarion, offspring of Philoumene [no.l], slave of Isidora [declarant], 4', '(4) Elephantine offspring of Demetria, slave of Isidora [declarant], 20', '(5) Eudaimonis offspring of Elephantine, slave of Isidora [declarant], 5', '(6) Isarous offspring of Elephantine, slave of Isidora [declarant], 1', '(7) Helene, slave of Isidora [declarant], runaway, 68', '(8) Ammonarion, slave of Isidora [declarant], runaway, 42', '(9) Herakleia, slave of Isidora [declarant], runaway, 38']",,"Berlin, P.13988; seen 15/4/1991.","Complete, with small holes. Duplicate in P.Lond.inv. 1899 verso (un- published; nearly complete, seen 3/4/1991), which confirms that Isidora's age has no second digit. Nos. 8 and 9 may be offspring of no.7, given the age differential and the fact that they seem to have escaped together, but that is not said explicitly."
227,187-Ar-31,P.Tebt. II 518 (see Aegyptus 72 [1992] 74-79),"Arsinoite, 28/8/189","Herodes alias Liberalis and Triamallos alias Tyrannos s. Herodes, katoikos, sitometrosakkophoros","['Herodes alias Liberalis', 'Triamallos alias Tyrannos']","['187-Ar-31-d1', '187-Ar-31-d2']",[],[],[],sitometrosakkophoros,"Berkeley, P.Tebt. 518; seen 28/9/1990; photograph.","Broken at left. Only property is declared, in which no one lives."
228,187-Ar-32,SB XIV 11355 (CIMGL 6 [1971] 10-13),"Arsinoe, 188/9",Didymos s. Kallinikos (s. Didymos) and Taphorsais,['Didymos'],['187-Ar-32-d1'],"['(1) Didymos [declarant] s. Kallinikos (s. Didymos) and Taphorsais, idiotesf age lost', '(2) Sarapias d. Sabeinos (s. Kronion) and Eudaimonis, wife of Didymos [declarant], 43 (46 also possible)', '(3) Didymos, s. Didymos [declarant] and Hermiaine apator, daughter of Herois, his divorced wife, 10']",[],"['(1) Eurepos, offspring of NN, slave of Didymos [declarant], 32 (age very uncertain)', '(2) Ammon, offspring of NN, slave of Didymos [declarant], 29', '(3) NN, offspring of Tapaeis, [,]9', '(4) Alexandria, 29 (somewhat uncertain)', '(5) NN, female', '(6) NN, female', '(7) NN, male']",,"Copenhagen, P.Hafn.inv. 24; PI. in CIMGL.","A copy of the declaration. Complete except at left, where there is a varying loss. Declarant notes that his son Xenophon by his divorced wife NN, an Antinoite (a different person from the mother of Didymos [no.3] above), is registered with his mother in Antinoopolis, and that her children by her divorced husband (not the declarant) are registered with their father. He thus has tvtfo divorced wives living (and she two divorced husbands). He also mentions a half share of two slaves, Isis alias Memphis and her son Sarapammon (age 6); the context is fragmentary, but they are apparently resi- dent elsewhere. He states (line 17) that there are 7 slaves in his household. This piece is connected to P.Fam.Tebt., esp. no.48 (202/3), whence Sarapias' name is restored. Her age there (57) agrees with 43 here. Cf. Sijpesteijn-Worp, BASP 14 (1977) 145-47 (BL 8.370) on the back and on the family."
229,187-Ar-33,SB XIV 11268 (Aegyptus 54 [1974] 18) (cf. ZPE 20 [1976] 40),"Arsinoe, 28/8/189",NN s. Didymos,['NN'],['187-Ar-33-d1'],"['(1) Syros s. Pasion (s. NN) and Philoutos, farmer, 33']",[],[],,P.Med.inv. 13; PI. V.,"Complete except upper left and scattered holes. NN has filed another declaration for himself; this one concerns a third of a house rented out to a single lodger. Tens digit dotted, but reading is virtually certain."
230,187-Ar-34,BGU XIII 2225 = ZPE 9 (1972) 251-55,"Arsinoe, 189","Sarapias d. Eirenaios (s. Maron) and Isarion, with as kyrios her kins- man Heron s. NN",['Sarapias'],['187-Ar-34-d1'],"['(1) Sarapias [declarant] d. Eirenaios (s. Maron) and Isarion, age lost', '(2) NN alias Sarapias, daughter of Sarapias [declarant], age lost']","['(1) NN s. NN and Apollonia, [14?]', '(2) Herm[, age lost']",['None preserved'],,"W. Berlin, P.21880; seen 11/4/1991.","Three fragments, together missing the centers of most lines, the right ends of most lines, and the bottom, breaking off in the middle of listing per- sons. The ed. restores the daughter's name as Isarion and age as 22 on the basis of the appearance of an Isarion alias Sarapias, age 25, in SB VI 9618, but this seems insufficient. The restoration of the age of non-kin no. 1 is based on (partly restored) information that he underwent epikrisis in year 28, i.e. 187/8."
231,187-Ar-35,P.Berol inv. 1335 (Archiv 39 [1993] 27),"Arsinoe, 189","Taorseus alias He[ d. NN and NN (d. Herakleides) Family members, Free non-kin, Slaves: None preserved",['Taorseus'],['187-Ar-35-d1'],[],[],[],,"Berlin, inv. P. 1335; seen 19/4/1991.","Column ii of a multicolumn roll; broken at right and below. The ends of lines of column i to the left belong to a similar declaration. The declarant, registered herself in another declaration, is here declaring renters of a prop- erty she owns."
232,187 Ar-36,P.Berol.inv. 1336 (Archiv 39 [1993] 26),"Arsinoite, 189",Not preserved,['Not preserved'],['187 Ar-36-d1'],"['(1) NN [declarant], male, age lost', '(2)NN']","['(1) NN, lodger, male, age lost']",['None preserved'],,"Berlin, inv. P. 1336; seen 19/4/1991.","A fragment, broken at top, bottom, and left. Enough survives to show that the declarant registered himself, one or more family members, and one renter."
233,187-Ar 37,P.Hamb. Ill 203,"Arsinoe, 20/8/189",Ptolemaios s. Sarapion,['Ptolemaios'],['187-Ar 37-d1'],"['(1) Ptolemaios s. NN (s. Chairemon) and Herois, workman, 19']",[],[],,PI. VII.,"Complete except at right and scattered damage. The declarant has registered in another declaration and is registering a lodger (despite ""lodgers"" in line 9)."
234,187 Hm 1,"P.Lond. Ill 923 (6) (Van Minnen, forthcoming)","Hermopolis, 188/9",Hermaios alias Pathotes s. Achilleus (s. Hermaios) and Eudaimonis alias Tisois (d. Nearchos),['Hermaios alias Pathotes'],['187 Hm 1-d1'],"['(1) Hermaios alias Pathotes s. Achilleus (s. Hermaios) and Eudaimonis alias Tisois (d. Nearchos), [47]', '(2) Hermeinos alias Moros s. Hermaios alias Pathotes [declarant] and Souerous (d. Kastor) [no.5], [21]', '(3) Isidoros s. Hermaios alias Pathotes [declarant] and Souerous (d. Kastor) [no.5], 13', '(4) Theognostos alias Moros s. Hermaios alias Pathotes [declarant] and Souerous (d. Kastor) [no.5], [8]', '(5) Souerous d. Kastor, wife of Hermaios alias Pathotes [declarant], [51]', '(6) Isidora d. Hermaios alias Pathotes [declarant] and Souerous (d. Kastor) [no.5], < 1']",[],[],,"London, British Library, inv. 923 (6); seen 3/4/1991.",Broken at left and with minor damage at right. Some ages restored from other evidence; for the family cf. 215-Hm-l with ZPE 76 (1989) 213- 18and229-Hm-l.
235,187 Me 1,BGUXl 2019 (cf. BASP 29 [1992] 114-15),"Moithymis (Memphite), 20/9/188",Herakleia freedwoman of Senamounis d. Petesouchos,['Herakleia freedwoman of Senamounis'],['187 Me 1-d1'],"['(1) Herakleia [declarant], freedwoman of Senamounis d. of Petesouchos, 45', '(2) Senamounis, apator, daughter of Herakleia [declarant], arge, 20', '(3) Tastoous, apator, daughter of Herakleia [declarant], 12']",[],"['(1) Thermouthis, slave of Herakleia [declarant], 15']",,"W. Berlin, P.21516; seen 11/4/1991.","Complete, but with some of the bottom lines unreadable (no material loss). Col. ii contains the remains of another declaration to the same officials from the same year, but only part has been deciphered; the portion contain- ing any persons is not preserved."
236,187 Ox 1,P.Oxy. XXXVI 2762,"Oxyrhynchos, 188/9",Apollonios s. Dioskoros (s. Apollonios) and Meithous,['Apollonios'],['187 Ox 1-d1'],[],[],[],,"Oxford, Ashmolean; seen 4/4/1991.","Broken at the bottom, with loss of all entries of persons."
237,187-Ox-2,P.Oxy. XXXVI 2800,"Oxyrhynchos, 188/9",Theon s. Pausirion (s. Sarapion alias Pausirion) and Eudaimonis alias Apia,['Theon'],['187-Ox-2-d1'],[],[],[],,"Oxford, Ashmolean; seen 4/4/1991.",Broken at bottom and at the right of some lines. At left are remnants of four lines with bits of another declaration (only a mention of the prefects remains).
238,187 Ox-3,P.Princ. Ill 129 i (cf. P.Oxy. XXXVI 2762 introd.; BASP 28 [1991],"Oxyrhynchos, 189",Teteuris d. —thous and Taapol( ) and her sister NN d. NN and NN,['Teteuris'],['187 Ox-3-d1'],"['(1) Teteuris [declarant] d. —thous and Taapol( ), 25', '(2) NN [declarant] d. NN and NN, sister of no.l, 22']",[],[],,"Princeton, GD 7928B, col. i; seen 26/2/1991.","Broken at top, left, and bottom. Text of i 3-10 (introductory part) by Rea given in P.Oxy. XXXVI 2762 introd., full text in BASP 28 [1991] 126- 27. The household is completely preserved. No.2 is probably the daughter of the same father but not of the same mother, but that is not certain."
239,187-Ox-4,P.Princ. Ill 129 ii (cf. BL 3.151-52; BASP 2% [1991] 125-29),"Oxyrhynchos, 189","NN d. Panomgeus and Taesis (d. Apollos), with kyrios Paous s. Harmiusis",['NN'],['187-Ox-4-d1'],"['(1) NN [declarant] d. Panomgeus and Taesis (d. Apollos), 32', '(2) NN d. NN [declarant]?, 3', '(3) NN d. NN [declarant]?, 10']",[],[],,"Princeton, GD 7928B, col. ii; seen 26/2/1991.","Broken at left and top. The household is apparently completely preserved, but damage at the crucial point makes it unclear exactly who is declared. The first person is almost certainly the declarant, and it appears that the two following persons are daughters. But they are in inverse age order, and the description of them is evidently more complex than one would expect."
240,187-Ox-5,"P.Harr. I 71 (cf. BL 3.78, P.Oxy. XXXVI2762 introd.)","Ision Panga (Oxyrhynchite), 188/9","Horion s. Apollonios (s. Horion alias L—) and his cousin Horion s. Myros, and perhaps a third person, both or all former exegetai",['Horion'],['187-Ox-5-d1'],[],[],[],former exegetai,"Birmingham, Selly Oak, inv. 199a; photograph.",Broken at right in parts. The declarants register property (mainly vacant lots) in which no one is registered.
241,187 0 x 6,P. Oxy. LVIII3918,"Tanais (Oxyrhynchite), 188/9"," Sarapion  alias  Eusebes  s.  Sarapion,  tribe  and  deme Matideios/Thesmophoreios (in Antinoopolis)",['Sarapion  alias  Eusebes'],['187 0 x 6-d1'],[],[],[],,Ashmolean; seen 4/4/1991.,Complete except at bottom; no one was registered in this property owned by an Antinoite.
242,201-Ar-1,"P.Stras. IV 257; cf. P.Stras. IV, p. 190 (BL 5.140-41)0","Tebtunis, 203","Thenpestsokis d. Petesouchos and Tasoucharion, with her son Ptolemaios s. Pathotes as kyrios",['Thenpestsokis'],['201-Ar-1-d1'],"['(1) Thenpetesouchos [declarant] d. Petesouchos and Tasoucharion, 59', '(2) Ptolemaios s. Pathotes alias Heron (s. Orsenouphis) and Thenpetesouchos [declarant], 33', '(3) Tolis alias Helledora, apator, relative?, 54', '(4) Tasous daughter of Horion and Thaubarion, wife of Ptolemaios [no.2], 35', '(5) Ptollous, daughter of Ptolemaios [no.2] and Tasous [no.4], born in the present year (202/3)']",[],"['(1) Thermouthis female offspring of Tyche, slave of Thenpetesouchos, 8']",,"P.Stras.inv.gr. 1154, seen 14/3/1989.","Broken at bottom, minor damage elsewhere; declares property also, and names of inhabitants of second house may be lost."
243,201-Ar-2,PSIX 1147 (cf. BL 6.185),"Tebtunis, 202/3","Pakebkis s. Pakebkis alias Zosimos (s. Pakebkis) and NN, priest of the Temple of Soknebtunis alias Kronos and Isis and Sarapis and Harpokrates",['Pakebkis'],['201-Ar-2-d1'],"['(1) Pakebkis [declarant] s. Pakebkis alias Zosimos (s. Pakebkis) and NN, priest, age lost', '(2) Thaesis d. NN (s. NN) and Isidora, wife of Pakebkis [declarant], age lost', '(3) NN s. Pakebkis [declarant] and NN, his deceased wife and the full sister of Thaesis [no.2], priest, age lost']",[],"['(1) Eudaimonis, age lost', '(2) NN offspring of Eudaimonis, age lost']",priest of the Temple of Soknebtunis alias Kronos and Isis and Sarapis and Harpokrates,"Florence, Biblioteca Laurenziana; seen 25/5/1989.","All margins preserved, but there are large gaps in the center and right lower parts. There may be a slave preceding Eudaimonis and perhaps another child of Eudaimonis, but this cannot be determined. Pakebkis is exempt from capitation taxes, but whether for age or priesthood is not said."
244,201-Ar-3,SB XII 11150 (SIFC 43 [1971] 155),"Tebtunis, 202/3","Sarapias d. Patermouthis (s. Kronion) and Taorses, from the metropolis, with Herakleides her full brother as kyrios",['Sarapias'],['201-Ar-3-d1'],[],[],[],,"Florence, Istituto Papirologico, inv. 340; seen 25/5/1989.","Complete except at bottom, but up to that point the declarant has listed only a house in Tebtunis in which no one is registered."
245,201-Ar-4,BGU XI 2091 (cf. BL 7.24),"Arsinoe, 203",Maron s. Hermias,['Maron'],['201-Ar-4-d1'],[],['Plural enoikoi.'],[],,"W. Berlin, P.21612; seen 11/4/1991.","Broken at left and below, with loss of all entries. The declarant is him- self registered in another declaration; this one is only for renters of another property."
246,201-Ar-5,BGU XIII 2226 = ZPE 9 (1972) 255-58,"Arsinoe, 203","NN through Heroninos s. Pasion (s. NN) and Helene, katoikos, phrontistes",['NN through Heroninos'],['201-Ar-5-d1'],"['(1) Heroninos s. Pasion, katoikos, wineseller [agent of declarant], 48', '(2) Sabina d. Her[, wife of Heroninos [no.l], 26', '(3) NN, d. Heroninos [no.l] and Sabina [no.2], age lost', '(4) NN, d. Heroninos [no.l] and Sarapias, age lost', '(5) NN?, age lost', '(6) Apollonios?, age lost']",[],['None preserved'],,"W. Berlin, P.21881; seen 11/4/1991.","Broken at top and bottom; in two fragments, with some loss in the middle of all lines and some loss at right; breaks off in the middle of listing persons. Nos. 5 and 6 are the children of the same person, but it is unknown of whom. The phrontistes and his family are described as enoikoi of the owners, who apparently are in Alexandria."
247,201-Ar-6,"P.Fam.Tebt. 48 (cf. BL 3.104, 6.67, 7.96)#","Arsinoe, 202/3","Valerius alias Philantinoos and Philantinoos alias Herodes, sons of Philantinoos alias Neilammon, and Valerius alias Philantinoos s. Sarapam- mon alias Nilammon, and Philosarapis and Herakleides both sons of Lysimachos","['Valerius alias Philantinoos', 'Philantinoos alias Herodes', 'Valerius alias Philantinoos', 'Philosarapis', 'Herakleides']","['201-Ar-6-d1', '201-Ar-6-d2', '201-Ar-6-d3', '201-Ar-6-d4', '201-Ar-6-d5']","['(1) Neilos s. Patron (s. Didymos) and Sarapias, weaver, 50', '(2) Eudaimonis surnamed Kale, wife of Neilos [no.l], 44', '(3) Helene d. Neilos [no.l] and Eudaimonis [no.2], declared with her husband Philosarapis in Antinoopolis, age not given', '(4) Sarapias d. Sabeinos (s. Kronion) and Eudaimonis, 57', '(5) Tyrannis alias Isidora d. Sarapias [no.4], registered with her father Philantinoos alias Herodes in Antinoopolis, age not given [14 or more]']",[],"['(1) Elpis slave of Sarapias, 26', '(2) Sarapammon offspring of Isis alias Memphis, slave of Sarapias (half-share), 20']",,"London, BL inv. 1902; seen 2/4/1991.","Complete but with many small holes. The persons are renters of the property belonging to the declarants. Neilos and Eudaimonis are the parents- in-law of one of the owners, Sarapias the ex-wife of another owner. The owners declare two persons who were also declared elsewhere; where they were actually resident is not clear."
248,201-Ar-7,BGUI 1580,Herakleia (Arsinoite),Taonnophris d. Stotoetis (s. Stotoetis) and Taphiamis (d. Satabous),['Taonnophris'],['201-Ar-7-d1'],[],[],[],,"Berlin, P.7086; seen 12/4/1991.",Broken at bottom before list of persons. The date is based on the strategos; BL 1.23 wrongly suggests 138 as date.
249,201-Ar-8,BGU I 97 = W.Chr. 2040,"Karanis (Arsinoite), 203","Herois d. Kastor (s. Onnophris) and Taorsenouphis, through the hus- band of her daughter, Longinos alias Zosimos s. Leonides",['Herois'],['201-Ar-8-d1'],"['(1) Herois [declarant] d. Kastor (s. Onnophris) and Taorsenouphis, 50', '(2) Soeris d. Heron (s. Ptolemaios) and Herois [declarant], 21', '(3) Gaia d. Longinos alias Zosimos and Soeris [no.2], 1']",[],[],,"Berlin, P.6856; seen 15/4/1991.","Complete with minor holes. Herois declares herself, her daughter, and her granddaughter, but not her son-in-law, even though she makes the declaration through him. Cf. 201-Ar-9."
